Timestamp,Open,High,Low,Close,Weighted Price
01/06/2018 00:00,7492.28,7538.23,7484.46,7506.67,7508.79
01/06/2018 01:00,7506.62,7507.6,7474.7,7492.24,7494.26
01/06/2018 02:00,7492.09,7522.7,7479.63,7492.96,7502.83
01/06/2018 03:00,7487.19,7506.36,7452.35,7493.29,7483.27
01/06/2018 04:00,7494.75,7496.59,7469.47,7489.3,7485.86
01/06/2018 05:00,7489.56,7501.37,7482.57,7491.64,7494.08
01/06/2018 06:00,7491.64,7581.03,7485.28,7547.99,7545.43
01/06/2018 07:00,7547.99,7620.01,7540.71,7575.94,7591
01/06/2018 08:00,7566.11,7595,7552.7,7593.99,7572.84
01/06/2018 09:00,7595,7605.32,7516.47,7536.77,7555.89
01/06/2018 10:00,7536.77,7559.58,7521.67,7545.99,7538.52
01/06/2018 11:00,7551.65,7567.56,7348.45,7359.99,7435.16
01/06/2018 12:00,7358.77,7418.99,7350.28,7412.18,7390.57
01/06/2018 13:00,7406.82,7430,7388.23,7427.52,7410.65
01/06/2018 14:00,7424.99,7443.92,7409,7422.05,7425.52
01/06/2018 15:00,7417.5,7450,7383.45,7436.55,7424.12
01/06/2018 16:00,7436.5,7454.05,7424.57,7438.99,7439.01
01/06/2018 17:00,7434.3,7452.28,7398.36,7427.95,7422.22
01/06/2018 18:00,7421.32,7431.98,7388.32,7398.99,7413.57
01/06/2018 19:00,7399.98,7450,7397.07,7436.58,7431.27
01/06/2018 20:00,7436.69,7449.93,7394.4,7434.11,7424.04
01/06/2018 21:00,7438.98,7450,7426.58,7435.08,7438.01
01/06/2018 22:00,7435.08,7521.99,7428.28,7517.29,7490.75
01/06/2018 23:00,7518.99,7542.85,7502.09,7511.6,7523.12
02/06/2018 00:00,7511.72,7531.83,7438.92,7468.3,7494.98
02/06/2018 01:00,7468.1,7497.01,7457.39,7482.3,7486.73
02/06/2018 02:00,7484.99,7508.67,7475.12,7488.79,7491.06
02/06/2018 03:00,7486.42,7511.61,7481.12,7491.21,7492.93
02/06/2018 04:00,7491.79,7500.99,7478.39,7479.39,7489.6
02/06/2018 05:00,7483.95,7539,7482.59,7522.32,7512.28
02/06/2018 06:00,7520.45,7676.27,7462.18,7660,7572.22
02/06/2018 07:00,7652.09,7700,7636.75,7649.19,7663.07
02/06/2018 08:00,7646.01,7696.98,7642,7649.29,7667.03
02/06/2018 09:00,7645.15,7664.9,7620.02,7656.27,7639.17
02/06/2018 10:00,7659.99,7671.11,7641.34,7652.98,7654.94
02/06/2018 11:00,7652.98,7663.59,7601,7639.97,7628.09
02/06/2018 12:00,7639.99,7646.63,7620,7630.63,7631.93
02/06/2018 13:00,7629.98,7653.37,7620.9,7631.98,7638.18
02/06/2018 14:00,7631.9,7643.68,7620,7642.6,7627.16
02/06/2018 15:00,7641.82,7676.29,7581.03,7620.52,7623.85
02/06/2018 16:00,7620.5,7641.4,7594.82,7627.48,7619.17
02/06/2018 17:00,7627.48,7648.2,7616.66,7623.49,7632.23
02/06/2018 18:00,7629.97,7657.94,7623,7645.58,7643.45
02/06/2018 19:00,7645.59,7673.8,7644.36,7659.65,7659.23
02/06/2018 20:00,7659.62,7659.99,7611.61,7611.61,7636.49
02/06/2018 21:00,7613.29,7649.9,7611.62,7621,7631.98
02/06/2018 22:00,7624.96,7632.43,7611.61,7623,7620.52
02/06/2018 23:00,7623,7648.62,7623,7642,7635.52
03/06/2018 00:00,7642,7660.52,7629.77,7646.38,7648.07
03/06/2018 01:00,7652.98,7664.63,7620.1,7636.83,7645.09
03/06/2018 02:00,7636.83,7647.24,7581.03,7638.72,7611.08
03/06/2018 03:00,7642.74,7654.36,7612.22,7643.98,7631.77
03/06/2018 04:00,7643.98,7646.91,7617.42,7634.07,7630.73
03/06/2018 05:00,7641.98,7661.66,7630.29,7647.72,7646.65
03/06/2018 06:00,7647.72,7790.69,7628.03,7723.65,7725.81
03/06/2018 07:00,7722.13,7734.31,7704.48,7707.05,7717.69
03/06/2018 08:00,7707.05,7763.62,7702.73,7738.98,7733.05
03/06/2018 09:00,7738.98,7749.92,7722.01,7741.99,7735.51
03/06/2018 10:00,7741.99,7746,7687.21,7690.03,7723.6
03/06/2018 11:00,7690.03,7727.03,7690.03,7706.61,7710.87
03/06/2018 12:00,7706.61,7722.3,7685.22,7717.4,7704.43
03/06/2018 13:00,7717.38,7747.6,7710.21,7724.06,7730.41
03/06/2018 14:00,7724.99,7726.8,7689.76,7716.53,7708.11
03/06/2018 15:00,7716.53,7728.13,7701.6,7716.82,7713.6
03/06/2018 16:00,7716.36,7730.99,7700.7,7708.58,7714.01
03/06/2018 17:00,7705.24,7708.65,7676.27,7694.11,7688.04
03/06/2018 18:00,7698.99,7703.15,7667.02,7675.99,7681.68
03/06/2018 19:00,7682.94,7724.3,7643.06,7709.25,7685.03
03/06/2018 20:00,7701.37,7731.45,7688.38,7723.99,7712.5
03/06/2018 21:00,7723.99,7725.95,7667.5,7689.27,7695.25
03/06/2018 22:00,7681.6,7709.9,7681.6,7705.58,7700.65
03/06/2018 23:00,7709.9,7712.86,7685.3,7703.67,7702.82
04/06/2018 00:00,7712.97,7764.44,7703.9,7707,7732.09
04/06/2018 01:00,7704.72,7715,7650,7702.11,7693.58
04/06/2018 02:00,7704.16,7706.41,7666.22,7682.99,7687.51
04/06/2018 03:00,7676.83,7705,7676.81,7691.38,7691.44
04/06/2018 04:00,7693.99,7703.71,7683.79,7699.45,7696.1
04/06/2018 05:00,7691.95,7699.99,7594.75,7661.95,7643.13
04/06/2018 06:00,7660.8,7664.9,7551,7577.5,7613.44
04/06/2018 07:00,7571.77,7624.8,7571.77,7617.04,7608.39
04/06/2018 08:00,7616.44,7617.34,7570.39,7609.86,7595.49
04/06/2018 09:00,7609.48,7620,7576.6,7617.31,7594.37
04/06/2018 10:00,7617.99,7624.45,7589.85,7600,7607.87
04/06/2018 11:00,7599.99,7601.64,7486.98,7509.03,7530.25
04/06/2018 12:00,7518.99,7537.69,7506.71,7526.3,7524.76
04/06/2018 13:00,7534.99,7539.2,7493.32,7497.65,7511.54
04/06/2018 14:00,7497.65,7507.38,7456.06,7489.98,7482.34
04/06/2018 15:00,7480.81,7514.44,7479.88,7505,7500.45
04/06/2018 16:00,7505.1,7511.99,7479.88,7488.91,7496.5
04/06/2018 17:00,7489.99,7494.99,7449.68,7485.89,7470.75
04/06/2018 18:00,7483,7505,7472,7503.75,7483.75
04/06/2018 19:00,7496.75,7518.16,7482.12,7499.99,7500.62
04/06/2018 20:00,7499.99,7530,7485.99,7529,7512.49
04/06/2018 21:00,7528.99,7543.27,7520.15,7543.09,7533.12
04/06/2018 22:00,7537,7541.97,7494.83,7505.28,7511.66
04/06/2018 23:00,7503.44,7505,7451.17,7488.26,7483.93
05/06/2018 00:00,7494.99,7503.75,7482.75,7499.88,7495.05
05/06/2018 01:00,7499.88,7505,7472.02,7487.88,7493.6
05/06/2018 02:00,7482.75,7491.62,7382.52,7405.39,7424.14
05/06/2018 03:00,7405.39,7423.69,7380.84,7408.41,7404.54
05/06/2018 04:00,7408.42,7431.13,7364,7375.74,7400.68
05/06/2018 05:00,7384.38,7435.99,7373.95,7426.83,7403.83
05/06/2018 06:00,7426.84,7455,7411.31,7427.23,7435.88
05/06/2018 07:00,7427.21,7436,7386.7,7407.69,7409.21
05/06/2018 08:00,7408.29,7475.03,7408.29,7455.47,7441.7
05/06/2018 09:00,7461.82,7462,7420.21,7424.38,7436.33
05/06/2018 10:00,7420.84,7445.34,7411.15,7421.92,7430.48
05/06/2018 11:00,7421.92,7467.34,7405.03,7418.67,7427.99
05/06/2018 12:00,7418.67,7442.89,7406.76,7414.23,7424.57
05/06/2018 13:00,7414.31,7429.99,7360,7392.39,7402.26
05/06/2018 14:00,7382.19,7423.96,7369.72,7411.98,7401.73
05/06/2018 15:00,7405.34,7570.99,7403.72,7570.99,7468.3
05/06/2018 16:00,7570.99,7600,7537.12,7569,7568.6
05/06/2018 17:00,7563.18,7685,7556.1,7616.69,7616.15
05/06/2018 18:00,7616.69,7644.84,7610,7620.91,7626.69
05/06/2018 19:00,7615.05,7633.66,7607.41,7620,7616.62
05/06/2018 20:00,7619.74,7650,7607.13,7627.42,7629.06
05/06/2018 21:00,7632.32,7637.15,7578.82,7589.52,7600.76
05/06/2018 22:00,7589.52,7628.28,7586.5,7625.73,7611.99
05/06/2018 23:00,7623.85,7635.11,7600.11,7617.98,7613.98
06/06/2018 00:00,7617.98,7629.38,7600,7608.02,7615.98
06/06/2018 01:00,7605.27,7640,7590.87,7639.98,7619.03
06/06/2018 02:00,7639.98,7639.98,7591.74,7619.77,7610.29
06/06/2018 03:00,7616.66,7630.63,7602.86,7604.68,7618.34
06/06/2018 04:00,7604.99,7622.92,7591.61,7594.21,7608.02
06/06/2018 05:00,7594.21,7612.72,7570,7612.71,7594.25
06/06/2018 06:00,7612.72,7659.83,7612.72,7637.26,7636.09
06/06/2018 07:00,7632.02,7685,7610,7622.52,7640.02
06/06/2018 08:00,7621.88,7632.37,7581.93,7629.98,7606.41
06/06/2018 09:00,7627.32,7637.72,7591.97,7602.99,7610.77
06/06/2018 10:00,7595.64,7615,7591.43,7615,7602.93
06/06/2018 11:00,7614.99,7638.05,7609.07,7616.98,7621.37
06/06/2018 12:00,7616.18,7675,7603.01,7649.98,7630.72
06/06/2018 13:00,7647.88,7661.43,7629.38,7630.75,7645.5
06/06/2018 14:00,7630.75,7644.62,7625.01,7625.74,7633.38
06/06/2018 15:00,7625.9,7669.34,7625.03,7651.28,7651.02
06/06/2018 16:00,7651.17,7664.99,7500,7514.05,7579.45
