Timestamp,Open,High,Low,Close,Weighted Price
31/05/2018 00:00,7375.64,7375.64,7330.22,7346.95,7355.5
31/05/2018 02:00,7346.02,7374.52,7335.2,7366.46,7357.78
31/05/2018 04:00,7365.27,7520,7358,7494.97,7450.4
31/05/2018 06:00,7498.52,7599.99,7488.08,7557.01,7566.78
31/05/2018 08:00,7557.01,7576,7499.7,7532.51,7539.54
31/05/2018 10:00,7530.05,7558.19,7509.97,7536.63,7539.26
31/05/2018 12:00,7529.99,7569,7500,7538.76,7537.11
31/05/2018 14:00,7538.76,7592.92,7525,7553.33,7550.82
31/05/2018 16:00,7558.05,7599.99,7521.8,7573.31,7552.4
31/05/2018 18:00,7579.92,7601.23,7525.01,7539.49,7562.13
31/05/2018 20:00,7530.97,7565.99,7520.7,7545.69,7542.96
31/05/2018 22:00,7539.14,7546.42,7412.57,7492.28,7462.83
01/06/2018 00:00,7492.28,7538.23,7474.7,7492.24,7504.84
01/06/2018 02:00,7492.09,7522.7,7452.35,7493.29,7493
01/06/2018 04:00,7494.75,7501.37,7469.47,7491.64,7490.52
01/06/2018 06:00,7491.64,7620.01,7485.28,7575.94,7569.37
01/06/2018 08:00,7566.11,7605.32,7516.47,7536.77,7561.65
01/06/2018 10:00,7536.77,7567.56,7348.45,7359.99,7450.3
01/06/2018 12:00,7358.77,7430,7350.28,7427.52,7394.76
01/06/2018 14:00,7424.99,7450,7383.45,7436.55,7424.68
01/06/2018 16:00,7436.5,7454.05,7398.36,7427.95,7429.9
01/06/2018 18:00,7421.32,7450,7388.32,7436.58,7420.63
01/06/2018 20:00,7436.69,7450,7394.4,7435.08,7426.77
01/06/2018 22:00,7435.08,7542.85,7428.28,7511.6,7501.12
02/06/2018 00:00,7511.72,7531.83,7438.92,7482.3,7493.44
02/06/2018 02:00,7484.99,7511.61,7475.12,7491.21,7491.92
02/06/2018 04:00,7491.79,7539,7478.39,7522.32,7504.15
02/06/2018 06:00,7520.45,7700,7462.18,7649.19,7596.38
02/06/2018 08:00,7646.01,7696.98,7620.02,7656.27,7655.79
02/06/2018 10:00,7659.99,7671.11,7601,7639.97,7638.53
02/06/2018 12:00,7639.99,7653.37,7620,7631.98,7634.62
02/06/2018 14:00,7631.9,7676.29,7581.03,7620.52,7624.7
02/06/2018 16:00,7620.5,7648.2,7594.82,7623.49,7625.47
02/06/2018 18:00,7629.97,7673.8,7623,7659.65,7650.01
02/06/2018 20:00,7659.62,7659.99,7611.61,7621,7634.79
02/06/2018 22:00,7624.96,7648.62,7611.61,7642,7627.78
03/06/2018 00:00,7642,7664.63,7620.1,7636.83,7646.62
03/06/2018 02:00,7636.83,7654.36,7581.03,7643.98,7625.5
03/06/2018 04:00,7643.98,7661.66,7617.42,7647.72,7639.25
03/06/2018 06:00,7647.72,7790.69,7628.03,7707.05,7724.48
03/06/2018 08:00,7707.05,7763.62,7702.73,7741.99,7733.84
03/06/2018 10:00,7741.99,7746,7687.21,7706.61,7720.74
03/06/2018 12:00,7706.61,7747.6,7685.22,7724.06,7723.21
03/06/2018 14:00,7724.99,7728.13,7689.76,7716.82,7710.89
03/06/2018 16:00,7716.36,7730.99,7676.27,7694.11,7699.36
03/06/2018 18:00,7698.99,7724.3,7643.06,7709.25,7684.25
03/06/2018 20:00,7701.37,7731.45,7667.5,7689.27,7704.67
03/06/2018 22:00,7681.6,7712.86,7681.6,7703.67,7701.3
04/06/2018 00:00,7712.97,7764.44,7650,7702.11,7711.83
04/06/2018 02:00,7704.16,7706.41,7666.22,7691.38,7688.47
04/06/2018 04:00,7693.99,7703.71,7594.75,7661.95,7659.89
04/06/2018 06:00,7660.8,7664.9,7551,7617.04,7611.1
04/06/2018 08:00,7616.44,7620,7570.39,7617.31,7595.09
04/06/2018 10:00,7617.99,7624.45,7486.98,7509.03,7543.42
04/06/2018 12:00,7518.99,7539.2,7493.32,7497.65,7517.9
04/06/2018 14:00,7497.65,7514.44,7456.06,7505,7487.87
04/06/2018 16:00,7505.1,7511.99,7449.68,7485.89,7480.47
04/06/2018 18:00,7483,7518.16,7472,7499.99,7493.32
04/06/2018 20:00,7499.99,7543.27,7485.99,7543.09,7523.68
04/06/2018 22:00,7537,7541.97,7451.17,7488.26,7491.85
05/06/2018 00:00,7494.99,7505,7472.02,7487.88,7494.18
05/06/2018 02:00,7482.75,7491.62,7380.84,7408.41,7419.39
05/06/2018 04:00,7408.42,7435.99,7364,7426.83,7401.79
05/06/2018 06:00,7426.84,7455,7386.7,7407.69,7421.29
05/06/2018 08:00,7408.29,7475.03,7408.29,7424.38,7440.38
05/06/2018 10:00,7420.84,7467.34,7405.03,7418.67,7428.73
05/06/2018 12:00,7418.67,7442.89,7360,7392.39,7411.05
05/06/2018 14:00,7382.19,7570.99,7369.72,7570.99,7445.63
05/06/2018 16:00,7570.99,7685,7537.12,7616.69,7597.42
05/06/2018 18:00,7616.69,7644.84,7607.41,7620,7622.79
05/06/2018 20:00,7619.74,7650,7578.82,7589.52,7610.67
05/06/2018 22:00,7589.52,7635.11,7586.5,7617.98,7612.71
06/06/2018 00:00,7617.98,7640,7590.87,7639.98,7617.94
06/06/2018 02:00,7639.98,7639.98,7591.74,7604.68,7614.22
06/06/2018 04:00,7604.99,7622.92,7570,7612.71,7598.31
06/06/2018 06:00,7612.72,7685,7610,7622.52,7638.14
06/06/2018 08:00,7621.88,7637.72,7581.93,7602.99,7608.24
06/06/2018 10:00,7595.64,7638.05,7591.43,7616.98,7611.1
06/06/2018 12:00,7616.18,7675,7603.01,7630.75,7636.4
06/06/2018 14:00,7630.75,7669.34,7625.01,7651.28,7643.82
06/06/2018 16:00,7651.17,7664.99,7500,7522.33,7570.67
06/06/2018 18:00,7522.65,7534.48,7482.61,7527.99,7507.58
06/06/2018 20:00,7527.99,7695.46,7510.72,7671.69,7623.77
06/06/2018 22:00,7659.94,7689.59,7633.05,7658.57,7649.66
07/06/2018 00:00,7658.99,7750,7654.81,7719.72,7715.21
07/06/2018 02:00,7719.75,7750,7689.26,7724.37,7722.93
07/06/2018 04:00,7722.16,7726.98,7691.1,7708.85,7709.63
07/06/2018 06:00,7711.17,7713.7,7665.99,7697.24,7699.57
07/06/2018 08:00,7701,7727.63,7668.2,7695.86,7694.12
07/06/2018 10:00,7697.58,7715.52,7673.96,7691.98,7693.02
07/06/2018 12:00,7691.98,7726.48,7685.52,7699.02,7702.14
07/06/2018 14:00,7698.94,7711.66,7632.01,7686.16,7677.48
07/06/2018 16:00,7686.99,7733.99,7660.74,7686.22,7694.8
07/06/2018 18:00,7686.22,7704.99,7680.3,7692.51,7693.19
07/06/2018 20:00,7690.65,7697.93,7618.99,7660,7655.89
07/06/2018 22:00,7651.5,7690.92,7636,7689.28,7659.71
08/06/2018 00:00,7676.41,7697,7664.71,7679.99,7684.83
08/06/2018 02:00,7679.99,7684.79,7621.39,7635,7653.7
08/06/2018 04:00,7635,7652.33,7607.82,7639.99,7630.56
08/06/2018 06:00,7632.93,7664.39,7625.11,7632,7643.47
08/06/2018 08:00,7632.06,7650,7606,7629.99,7627.32
08/06/2018 10:00,7625.25,7633.99,7542,7565.64,7575.8
08/06/2018 12:00,7557.01,7594.79,7542.01,7585.78,7567.46
08/06/2018 14:00,7585.73,7657.13,7555,7637.45,7598.49
08/06/2018 16:00,7637.45,7659.99,7622.64,7654.6,7644.72
08/06/2018 18:00,7654.19,7654.94,7625.21,7630.7,7638.73
08/06/2018 20:00,7630.9,7659.96,7629.95,7659.96,7644.92
08/06/2018 22:00,7659.98,7671.81,7599.1,7618.11,7629.16
09/06/2018 00:00,7618.11,7668.81,7609.64,7656.67,7630.79
09/06/2018 02:00,7665.97,7684.48,7649.67,7666.85,7671.97
09/06/2018 04:00,7667.06,7680,7650.26,7664.05,7662.45
09/06/2018 06:00,7667.6,7686.45,7646.21,7650.93,7672.96
09/06/2018 08:00,7650.93,7657.97,7621.07,7648,7644.48
09/06/2018 10:00,7636.94,7666,7633.76,7643.95,7654.73
09/06/2018 12:00,7642.89,7652.8,7575,7591.21,7604.27
09/06/2018 14:00,7598.99,7630,7584.68,7621.45,7606.1
09/06/2018 16:00,7621.57,7621.57,7573.36,7599.61,7591.9
09/06/2018 18:00,7599.61,7630,7586.09,7619,7612.57
09/06/2018 20:00,7619,7636.59,7606.49,7608.72,7614.51
09/06/2018 22:00,7608.5,7617.88,7468.31,7492.7,7518.37
10/06/2018 00:00,7498,7498,7270,7327.5,7363.98
10/06/2018 02:00,7327.5,7339.57,7270,7292.38,7311.11
10/06/2018 04:00,7285.14,7328.8,7285.14,7309.81,7307.3
10/06/2018 06:00,7309.81,7325.98,7175.83,7205.68,7260.09
10/06/2018 08:00,7205.68,7254.84,7180,7242.27,7218.97
10/06/2018 10:00,7242.27,7263.23,7219,7233.9,7237.43
10/06/2018 12:00,7244.35,7284.14,7185,7276.92,7233.76
10/06/2018 14:00,7276.99,7277.91,7220.84,7246.69,7249.23
10/06/2018 16:00,7244.34,7254.55,6685,6749.14,6921.15
10/06/2018 18:00,6749.99,6843.34,6627.7,6839.6,6740.25
10/06/2018 20:00,6841.41,6843.35,6701,6758.51,6777.06
10/06/2018 22:00,6758.5,6788.55,6651.08,6781.17,6718.79
11/06/2018 00:00,6781.17,6792.28,6689.77,6758.45,6739.22
11/06/2018 02:00,6758.45,6826.28,6740.43,6776.2,6781.46
11/06/2018 04:00,6776.2,6808,6735.8,6753.99,6774.16
11/06/2018 06:00,6745.62,6775.34,6643.45,6656.33,6721.24
11/06/2018 08:00,6644.75,6835.22,6634.86,6772.28,6756.13
11/06/2018 10:00,6772.28,6799,6730,6796.07,6764.37
11/06/2018 12:00,6796.21,6798.9,6734.02,6752.46,6762.74
11/06/2018 14:00,6756.75,6767.26,6657.95,6713.95,6718.85
11/06/2018 16:00,6704.91,6758.2,6701.13,6726.75,6733.91
11/06/2018 18:00,6726.74,6800.87,6680,6757.23,6737.4
11/06/2018 20:00,6757.52,6780,6732.65,6774.11,6757.56
11/06/2018 22:00,6774.11,6919.97,6750.29,6880.61,6825.39
12/06/2018 00:00,6880.76,6880.76,6826.28,6861.82,6851.85
12/06/2018 02:00,6853.12,6876.18,6800,6823.65,6848.43
12/06/2018 04:00,6817.2,6850.5,6812,6839.66,6828.48
12/06/2018 06:00,6839.66,6860.46,6817.05,6833.32,6833.05
12/06/2018 08:00,6833.32,6877.61,6800,6858.28,6837.5
12/06/2018 10:00,6857.98,6860,6813.11,6840.58,6843.07
12/06/2018 12:00,6840.58,6846.21,6708.01,6740.01,6748.24
12/06/2018 14:00,6743,6790,6732.83,6764.71,6759.09
12/06/2018 16:00,6765.79,6770.15,6704.38,6722.82,6736.97
12/06/2018 18:00,6728.56,6732.32,6461.42,6514.6,6582.73
12/06/2018 20:00,6511.81,6584.52,6498.92,6549.28,6538.29
12/06/2018 22:00,6550,6583,6481,6557.67,6529.69
13/06/2018 00:00,6557.66,6581.19,6542.59,6559.33,6558.46
13/06/2018 02:00,6561.2,6579.58,6538.15,6563.12,6560.53
13/06/2018 04:00,6563.11,6624.45,6526.28,6563.92,6573.56
13/06/2018 06:00,6567.8,6587.4,6532.22,6546.33,6565.66
13/06/2018 08:00,6554.15,6566.72,6380,6404.46,6471.95
13/06/2018 10:00,6402.13,6477.43,6402.13,6463.72,6440.33
13/06/2018 12:00,6463.72,6490,6426.91,6463.4,6464.84
13/06/2018 14:00,6456.99,6463.27,6351,6386.87,6420.53
13/06/2018 16:00,6386.86,6411.66,6120,6322.16,6275.29
13/06/2018 18:00,6323.18,6381.24,6255.05,6292.5,6316.62
13/06/2018 20:00,6286.39,6298.97,6230.87,6281.44,6262.05
13/06/2018 22:00,6281.44,6355.21,6269.79,6307.4,6313.58
14/06/2018 00:00,6308.49,6347.07,6270.69,6321.99,6311.25
14/06/2018 02:00,6321.99,6520,6319.2,6499.62,6457.88
14/06/2018 04:00,6498.55,6510,6432.88,6470.19,6479.59
14/06/2018 06:00,6470.19,6493.52,6435.35,6473.6,6465.96
14/06/2018 08:00,6483.07,6549,6467.21,6501.99,6502
14/06/2018 10:00,6501.99,6547.06,6474.44,6533.84,6513.45
14/06/2018 12:00,6533.84,6534.23,6363.75,6373.59,6441.33
14/06/2018 14:00,6382.99,6443.42,6317.84,6356.53,6393.61
14/06/2018 16:00,6356.3,6650,6348.66,6611.93,6537.24
14/06/2018 18:00,6611.92,6708.1,6603.3,6644.89,6652.46
14/06/2018 20:00,6644.69,6691.28,6622.02,6652.17,6655.8
14/06/2018 22:00,6650,6673.02,6578.31,6646.1,6622.68
15/06/2018 00:00,6638.8,6653.5,6568,6596.85,6607.23
15/06/2018 02:00,6596.81,6619.99,6555.68,6607.86,6586.64
15/06/2018 04:00,6597.25,6606.96,6538.18,6578.54,6567.35
15/06/2018 06:00,6586.55,6624.79,6560.58,6585.37,6589.14
15/06/2018 08:00,6580.01,6622.96,6553.61,6591,6587.97
15/06/2018 10:00,6597.86,6666.66,6473,6530,6552.81
15/06/2018 12:00,6533.88,6542.9,6482.33,6513.06,6510.73
15/06/2018 14:00,6513.05,6556.65,6493.77,6530,6528.46
15/06/2018 16:00,6542.5,6624.79,6514.7,6550.53,6561.86
15/06/2018 18:00,6550.14,6568.88,6538.4,6551.46,6553.79
15/06/2018 20:00,6550.94,6557.82,6454.47,6483.49,6498.26
15/06/2018 22:00,6482.82,6482.82,6370,6390.6,6406.9
16/06/2018 00:00,6390.6,6461.13,6386.2,6448.24,6419.16
16/06/2018 02:00,6454.47,6457.42,6408.82,6426.29,6437.65
16/06/2018 04:00,6419.05,6489.77,6414.68,6469.24,6451.22
16/06/2018 06:00,6468.89,6483.41,6443.05,6467.51,6462.59
16/06/2018 08:00,6458.76,6476.53,6433,6464.26,6457.83
16/06/2018 10:00,6464.34,6510,6436.09,6454.99,6476.75
16/06/2018 12:00,6454.99,6477.57,6381.25,6415.42,6421.65
16/06/2018 14:00,6409.02,6424.83,6333.63,6364.7,6378.23
16/06/2018 16:00,6364.99,6550.38,6336.37,6521.9,6489.48
16/06/2018 18:00,6518.59,6535.99,6477.75,6490.63,6500.45
16/06/2018 20:00,6497.91,6557.81,6490.65,6534.89,6526.27
16/06/2018 22:00,6538.13,6552.47,6470.26,6487.92,6525.33
17/06/2018 00:00,6487.92,6526.28,6484.48,6523.73,6515.72
17/06/2018 02:00,6526.17,6542.59,6517.75,6538.97,6530.83
17/06/2018 04:00,6538.97,6550,6504.83,6513.36,6532.51
17/06/2018 06:00,6513.36,6540,6503.13,6532.81,6520.05
17/06/2018 08:00,6532.99,6575.35,6506.68,6526.67,6548.98
17/06/2018 10:00,6528.27,6536.06,6500,6509.6,6514.53
17/06/2018 12:00,6515.7,6518.38,6450,6492.26,6480.52
17/06/2018 14:00,6484.36,6540,6451,6514.55,6487.11
17/06/2018 16:00,6523.92,6525.71,6493.77,6504.8,6510.38
17/06/2018 18:00,6503.66,6553.61,6497.44,6512.35,6525.26
17/06/2018 20:00,6513.59,6516.45,6477.57,6500,6491.81
17/06/2018 22:00,6493.26,6508.43,6429.23,6453.41,6466.95
18/06/2018 00:00,6451.03,6462.89,6381.25,6427.71,6422.44
18/06/2018 02:00,6427.71,6444.44,6406.1,6412.35,6432.07
18/06/2018 04:00,6412.34,6447.64,6389,6422,6415.17
18/06/2018 06:00,6421.01,6451.33,6417.46,6432.76,6434.21
18/06/2018 08:00,6441.28,6493.77,6427.7,6453.37,6465.63
18/06/2018 10:00,6455,6457.49,6400,6427,6430.05
18/06/2018 12:00,6427,6451.8,6411.12,6445.19,6430.54
18/06/2018 14:00,6437.54,6481.56,6424.44,6465.99,6457.02
18/06/2018 16:00,6465.99,6793,6457.39,6724.8,6672.55
18/06/2018 18:00,6729.14,6750,6678.25,6693.06,6720.68
18/06/2018 20:00,6695.78,6734,6695.78,6715,6718.24
18/06/2018 22:00,6715.26,6725,6692.12,6707.5,6709.72
