Timestamp,Open,High,Low,Close,Weighted Price
31/05/2018 00:00,7375.64,7601.23,7330.22,7492.28,7513.86
01/06/2018 00:00,7492.28,7620.01,7348.45,7511.6,7480.52
02/06/2018 00:00,7511.72,7700,7438.92,7642,7595.74
03/06/2018 00:00,7642,7790.69,7581.03,7703.67,7691.81
04/06/2018 00:00,7712.97,7764.44,7449.68,7488.26,7563.67
05/06/2018 00:00,7494.99,7685,7360,7617.98,7494.37
06/06/2018 00:00,7617.98,7695.46,7482.61,7658.57,7605.2
07/06/2018 00:00,7658.99,7750,7618.99,7689.28,7695.61
08/06/2018 00:00,7676.41,7697,7542,7618.11,7617.32
09/06/2018 00:00,7618.11,7686.45,7468.31,7492.7,7598.01
10/06/2018 00:00,7498,7498,6627.7,6781.17,6965.7
11/06/2018 00:00,6781.17,6919.97,6634.86,6880.61,6754.94
12/06/2018 00:00,6880.76,6880.76,6461.42,6557.67,6694.12
13/06/2018 00:00,6557.66,6624.45,6120,6307.4,6398.31
14/06/2018 00:00,6308.49,6708.1,6270.69,6646.1,6493.93
15/06/2018 00:00,6638.8,6666.66,6370,6390.6,6545.67
16/06/2018 00:00,6390.6,6557.81,6333.63,6487.92,6460.21
17/06/2018 00:00,6487.92,6575.35,6429.23,6453.41,6509.02
18/06/2018 00:00,6451.03,6793,6381.25,6707.5,6551.33
19/06/2018 00:00,6711.3,6841.81,6660.21,6736.52,6731.63
20/06/2018 00:00,6728.44,6809.26,6558.95,6756.58,6679.72
21/06/2018 00:00,6756.6,6792.2,6677.85,6718.33,6731.91
22/06/2018 00:00,6718.33,6737.97,5940,6050.45,6283.2
23/06/2018 00:00,6055.17,6261,6048.54,6177.38,6137.49
24/06/2018 00:00,6169.91,6255.05,5780,6153.4,5987.55
25/06/2018 00:00,6153.6,6365.34,6075.01,6253.61,6204.81
26/06/2018 00:00,6252.28,6277,6025.68,6068,6186.03
27/06/2018 00:00,6073.99,6181.11,5985,6135.64,6091.41
28/06/2018 00:00,6135.64,6165.49,5818.14,5848.33,6020.6
29/06/2018 00:00,5845.2,6299,5774.72,6204.24,5936.4
30/06/2018 00:00,6204.01,6510,6190.28,6385.71,6370.48
01/07/2018 00:00,6385.75,6438.55,6259.34,6349.99,6349.23
02/07/2018 00:00,6345.48,6667.57,6270.69,6612.98,6495.22
03/07/2018 00:00,6605.46,6666,6464.39,6507.99,6583.67
04/07/2018 00:00,6507.99,6792.28,6413.2,6584.25,6576.17
05/07/2018 00:00,6575.62,6700,6445.31,6533.69,6581.19
06/07/2018 00:00,6533.69,6636.15,6449.76,6596.53,6543.92
07/07/2018 00:00,6604.74,6820,6510,6759.99,6615.83
08/07/2018 00:00,6755.46,6783.54,6674.6,6706.6,6738.25
09/07/2018 00:00,6706.6,6814.72,6620,6666.75,6707.19
10/07/2018 00:00,6666.75,6683.9,6270.84,6299.46,6447.61
11/07/2018 00:00,6304.45,6400,6285,6380,6345.67
12/07/2018 00:00,6379.13,6380,6072,6243.88,6193.68
13/07/2018 00:00,6243.53,6337.25,6121.01,6215.59,6234.57
14/07/2018 00:00,6208.78,6317.84,6180,6243.98,6241.02
15/07/2018 00:00,6245.99,6397.21,6227.76,6349.3,6335.76
16/07/2018 00:00,6353.25,6755,6333.63,6721.04,6569.16
17/07/2018 00:00,6721.21,7468.31,6657.95,7310.71,7040.98
18/07/2018 00:00,7310.71,7599.98,7239.15,7374.88,7421.38
19/07/2018 00:00,7384.92,7570.9,7278.84,7471.42,7405.17
20/07/2018 00:00,7474.35,7696.88,7265,7330.84,7433.61
21/07/2018 00:00,7330.84,7458,7212,7409.92,7323.07
22/07/2018 00:00,7398.16,7581.03,7336.15,7396.6,7451.05
23/07/2018 00:00,7393.5,7800,7369.86,7719.62,7681.18
24/07/2018 00:00,7712.46,8496.96,7691.14,8403.83,8088.27
25/07/2018 00:00,8394.48,8475,8049.22,8174.06,8240.26
26/07/2018 00:00,8174.06,8314.23,7855.97,7926,8138.78
27/07/2018 00:00,7926,8274.98,7798.48,8183.05,8016.59
28/07/2018 00:00,8177.72,8259,8051.43,8237.74,8171.91
29/07/2018 00:00,8231.07,8299.99,8109.74,8216.74,8207.49
30/07/2018 00:00,8216.74,8295,7853.01,8160.21,8104.71
31/07/2018 00:00,8162.28,8162.37,7633.67,7725.43,7843.88
01/08/2018 00:00,7726.85,7761.56,7440,7602.01,7563.55
02/08/2018 00:00,7600.22,7709.98,7455,7536.37,7587.15
03/08/2018 00:00,7535,7542.92,7286.41,7416.98,7396.34
04/08/2018 00:00,7416.98,7494.48,6926,7009.99,7146.42
05/08/2018 00:00,7009.94,7086.8,6888.88,7032.61,6985.65
06/08/2018 00:00,7028.89,7157.93,6835.06,6936.11,6954.98
07/08/2018 00:00,6932.18,7155,6671,6717.68,6931.96
08/08/2018 00:00,6717.67,6717.68,6121,6283.59,6419.72
09/08/2018 00:00,6283.89,6627,6190.01,6543.76,6386.56
10/08/2018 00:00,6544.98,6584.05,5995.75,6139.99,6320.85
11/08/2018 00:00,6139.99,6494.13,6000,6239.98,6215.55
12/08/2018 00:00,6240.49,6493.77,6163.44,6310.82,6308.12
13/08/2018 00:00,6311.99,6544.37,6142.2,6252.63,6339.17
14/08/2018 00:00,6252.63,6254.02,5880,6193.62,6044.38
15/08/2018 00:00,6194.3,6628.5,6186.02,6272.3,6405.88
16/08/2018 00:00,6273.34,6477.57,6208.37,6313.51,6345.8
17/08/2018 00:00,6314.08,6584.49,6290.64,6580.15,6474.7
18/08/2018 00:00,6578.13,6615,6303,6399.28,6437.24
19/08/2018 00:00,6397.37,6545,6312,6481.99,6418.13
20/08/2018 00:00,6481.63,6522.99,6223.9,6260.82,6400.62
21/08/2018 00:00,6260.83,6513.28,6246.05,6479.27,6404.1
22/08/2018 00:00,6478.99,6906.81,6250,6355.76,6539.19
23/08/2018 00:00,6355.97,6575.99,6344.8,6525.01,6435.08
